NAME,REGION,LATITUDE,LONGITUDE,ELEVATION,TYPE,STATUS,LAST ERUPTION CODE
MASCOTA VOLC FIELD,MEXICO,20.62,-104.83,2540,SHIELD VOLCANOES,HOLOCENE,U
MASHKOVTSEV,KAMCHATKA,51.1,156.72,503,STRATOVOLCANO,HOLOCENE,U
MASHU,HOKKAIDO-JAPAN,43.57,144.57,855,CALDERA,RADIOCARBON,D6
MAT ALA,ETHIOPIA,13.1,41.15,523,SHIELD VOLCANO,HOLOCENE,U
MATTHEW ISLAND,SW PACIFIC,-22.33,171.32,177,STRATOVOLCANO,HISTORICAL,D2
MATUTUM,MINDANAO-PHILIPPINES,6.37,125.108,2293,STRATOVOLCANO,HOLOCENE,U
MAULE,CHILE-C,-36.02,-70.58,3092,STRATOVOLCANOES,HOLOCENE,U
MAUNA KEA,HAWAIIAN IS,19.82,-155.47,4206,SHIELD VOLCANO,RADIOCARBON,D7
MAUNA LOA,HAWAIIAN IS,19.475,-155.608,4170,SHIELD VOLCANO,HISTORICAL,D1
MAY-YA-MOTO,AFRICA-C,-0.93,29.33,950,FUMAROLE FIELD,FUMAROLIC,?
MAYON,LUZON-PHILIPPINES,13.257,123.685,2462,STRATOVOLCANO,HISTORICAL,D1
MAYOR ISLAND,NEW ZEALAND,-37.28,176.25,355,SHIELD VOLCANO,RADIOCARBON,D7
MCDONALD ISLANDS,INDIAN O-S,-53.03,72.6,186,COMPLEX VOLCANO,HISTORICAL,D1
MEAGER,CANADA,50.63,-123.5,2680,COMPLEX VOLCANO,RADIOCARBON,D7
MEDICINE LAKE,US-CALIFORNIA,41.58,-121.57,2412,SHIELD VOLCANO,RADIOCARBON,D6
MEDVEZHIA,KURIL IS,45.38,148.83,1124,SOMMA VOLCANO,HISTORICAL,D1
MEGA BASALT FIELD,ETHIOPIA,4.08,37.42,1067,PYROCLASTIC CONES,HOLOCENE,U
MEGATA,HONSHU-JAPAN,39.95,139.73,291,MAARS,TEPHROCHRONOLOGY,D7
MEHETIA,SOCIETY IS-C PACIFIC,-17.87,-148.07,435,STRATOVOLCANO,ANTHROPOLOGY,U
MEIDOB VOLC FIELD,AFRICA-N,15.32,26.47,2000,SCORIA CONES,HOLOCENE,D7
MELBOURNE,ANTARCTICA,-74.35,164.7,2732,STRATOVOLCANO,TEPHROCHRONOLOGY,D4
MELIMOYU,CHILE-S,-44.08,-72.88,2400,STRATOVOLCANO,HOLOCENE,U
MENCHECA,CHILE-C,-40.534,-72.038,1840,STRATOVOLCANO,HOLOCENE,U
MENDELEEV,KURIL IS,43.98,145.7,887,STRATOVOLCANO,HISTORICAL,D3
MENENGAI,AFRICA-E,-0.2,36.07,2278,SHIELD VOLCANO,TEPHROCHRONOLOGY,D7
MENTOLAT,CHILE-S,-44.67,-73.08,1660,STRATOVOLCANO,HOLOCENE?,?
MERAPI,JAVA,-7.542,110.442,2947,STRATOVOLCANO,HISTORICAL,D1
MERBABU,JAVA,-7.45,110.43,3145,STRATOVOLCANO,HISTORICAL,D4
MERE LAVA,VANUATU-SW PACIFIC,-14.45,168.05,1028,STRATOVOLCANO,HOLOCENE,U
MERU,AFRICA-E,-3.25,36.75,4565,STRATOVOLCANO,HISTORICAL,D2
METHANA,GREECE,37.615,23.336,760,LAVA DOMES,HISTORICAL,D7
METIS SHOAL,TONGA-SW PACIFIC,-19.18,-174.87,43,SUBMARINE VOLCANO,HISTORICAL,D1
MEZHDUSOPOCHNY,KAMCHATKA,57.47,160.25,1641,SHIELD VOLCANO,HOLOCENE,U
MICHAEL,ANTARCTICA,-57.78,-26.45,990,STRATOVOLCANO,HISTORICAL,D3
MICHOACAN-GUANAJUATO,MEXICO,19.48,-102.25,3860,CINDER CONES,HISTORICAL,D2
MICOTRIN,W INDIES,15.33,-61.33,1387,LAVA DOMES,HISTORICAL,D3
MIDDLE GOBI,MONGOLIA,45.28,106.7,1120,CINDER CONES,HOLOCENE?,?
MILBANKE SOUND GROUP,CANADA,52.5,-128.73,335,CINDER CONES,HOLOCENE,U
MILNE,KURIL IS,46.82,151.78,1540,SOMMA VOLCANO,HOLOCENE,U
MILOS,GREECE,36.699,24.439,751,STRATOVOLCANOES,HOLOCENE,U
MINAMI-HIYOSHI,VOLCANO IS-JAPAN,23.507,141.905,-30,SUBMARINE VOLCANO,HISTORICAL,D1
MINCHINMAVIDA,CHILE-S,-42.78,-72.43,2404,STRATOVOLCANO,HISTORICAL,D3
MIRAVALLES,COSTA RICA,10.748,-85.153,2028,STRATOVOLCANO,HISTORICAL,D2
MISTI,PERU,-16.294,-71.409,5822,STRATOVOLCANO,HISTORICAL,D4
MIYAKE-JIMA,IZU IS-JAPAN,34.08,139.53,815,STRATOVOLCANO,HISTORICAL,D1
MOCHO-CHOSHUENCO,CHILE-C,-39.927,-72.027,2422,STRATOVOLCANO,HISTORICAL,D2
MOFFETT,ALEUTIAN IS,51.93,-176.75,1196,STRATOVOLCANO,HOLOCENE,U
MOIRO,BOLIVIA,-21.68,-67.47,4250,SCORIA CONE,HOLOCENE?,?
MOJANDA,ECUADOR,0.13,-78.27,4263,STRATOVOLCANOES,HOLOCENE?,?
MOMBACHO,NICARAGUA,11.826,-85.968,1344,STRATOVOLCANO,HOLOCENE,U
MOMOTOMBO,NICARAGUA,12.422,-86.54,1297,STRATOVOLCANO,HISTORICAL,D2
MONACO BANK,AZORES,37.6,-25.88,-197,SUBMARINE VOLCANO,HISTORICAL,D2
MONDACA,CHILE-C,-35.464,-70.8,2048,LAVA DOME,HOLOCENE,U
MONO CRATERS,US-CALIFORNIA,37.88,-119.0,2796,LAVA DOMES,RADIOCARBON,D6
MONO LAKE VOLC FIELD,US-CALIFORNIA,38.0,-119.03,2121,CINDER CONES,TEPHROCHRONOLOGY,D4
MONOWAI SEAMOUNT,KERMADEC IS,-25.887,-177.188,-100,SUBMARINE VOLCANO,HISTORICAL,D1
MOTI,HALMAHERA-INDONESIA,0.45,127.4,950,STRATOVOLCANO,HOLOCENE,U
MOTLAV,VANUATU-SW PACIFIC,-13.67,167.67,411,STRATOVOLCANO,HOLOCENE,U
MOUA PIHAA,SOCIETY IS-C PACIFIC,-18.32,-148.67,-180,SUBMARINE VOLCANO,SEISMICITY,U
MOUSA ALLI,ETHIOPIA,12.47,42.4,2028,STRATOVOLCANO,HOLOCENE,U
MOYUTA,GUATEMALA,14.03,-90.1,1662,STRATOVOLCANO,HOT SPRINGS,U
MUHAVURA,AFRICA-C,-1.38,29.67,4127,STRATOVOLCANO,HOLOCENE,U
MUNDUA,NEW BRITAIN-SW PAC,-4.63,149.35,179,COMPLEX VOLCANO,HOLOCENE,U
MUSA RIVER,NEW GUINEA,-9.308,148.13,808,HYDROTHERMAL FIELD,HOT SPRINGS,?
MUTNOVSKY,KAMCHATKA,52.453,158.195,2322,COMPLEX VOLCANO,HISTORICAL,D2
MUTSU-HIUCHI-DAKE,HONSHU-JAPAN,41.43,141.07,781,STRATOVOLCANO,FUMAROLIC,U
MYOKO,HONSHU-JAPAN,36.88,138.12,2446,STRATOVOLCANO,RADIOCARBON,D7
NE UDOKAN PLATEAU,RUSSIA-SE,56.33,118.07,2180,VOLCANIC FIELD,HOLOCENE,U
NABRO,ETHIOPIA,13.37,41.7,2218,STRATOVOLCANO,HOLOCENE?,?
NAKANO-SHIMA,RYUKYU IS,29.85,129.87,979,STRATOVOLCANOES,HISTORICAL,D2
NAMARUNU,AFRICA-E,1.9,36.27,817,SHIELD VOLCANO,TEPHROCHRONOLOGY,D7
NANTAI,HONSHU-JAPAN,36.77,139.5,2484,STRATOVOLCANO,HOLOCENE,U
NAOLINCO VOLC FIELD,MEXICO,19.67,-96.75,2000,PYROCLASTIC CONES,HOLOCENE,U
NARAGE,NEW BRITAIN-SW PAC,-4.55,149.125,307,STRATOVOLCANO,PLEISTOCENE-GEYSERS,Q
NARCONDUM,ANDAMAN IS-INDIAN O,13.43,94.25,710,STRATOVOLCANO,HOLOCENE,U
NARUGO,HONSHU-JAPAN,38.73,140.73,462,CALDERA,HISTORICAL,D6
NASU,HONSHU-JAPAN,37.12,139.97,1917,STRATOVOLCANOES,HISTORICAL,D2
NATIB,LUZON-PHILIPPINES,14.705,120.4,1287,STRATOVOLCANO,HOLOCENE?,?
NAZKO,CANADA,52.9,-123.73,1230,CINDER CONES,RADIOCARBON,D7
NDETE NAPU,LESSER SUNDA IS,-8.72,121.78,750,FUMAROLE FIELD,FUMAROLIC,?
NEGRA,GALAPAGOS,-0.83,-91.17,1490,SHIELD VOLCANO,HISTORICAL,D1
NEGRILLAR,CHILE-N,-24.18,-68.25,3500,PYROCLASTIC CONES,HOLOCENE?,?
NEGRILLAR,CHILE-N,-24.28,-68.6,4109,PYROCLASTIC CONES,HOLOCENE?,?
NEGRO DE MAYASQUER,COLOMBIA,0.828,-77.964,4445,STRATOVOLCANO,HOLOCENE?,D2
NEGRO,NICARAGUA,12.506,-86.702,728,CINDER CONES,HISTORICAL,D1
NEJAPA-MIRAFLORES,NICARAGUA,12.12,-86.32,360,FISSURE VENTS,HOLOCENE,U
NEMO PEAK,KURIL IS,49.57,154.808,1018,CALDERA,HISTORICAL,D2
NEMRUT DAGI,TURKEY,38.65,42.02,3050,STRATOVOLCANO,HISTORICAL,D6
NEVADA,CHILE,-26.48,-68.58,6127,COMPLEX VOLCANO,HOLOCENE,U
NEVIS PEAK,W INDIES,17.15,-62.58,985,STRATOVOLCANO,HOLOCENE,U
NEWBERRY VOLCANO,US-OREGON,43.722,-121.229,2434,SHIELD VOLCANO,RADIOCARBON,D6
NEWER VOLCANICS PROV,AUSTRALIA,-37.77,142.5,1011,SHIELD VOLCANOES,RADIOCARBON,D7
NGAOUNDERE PLATEAU,AFRICA-W,7.25,13.67,0,VOLCANIC FIELD,HOLOCENE?,?
NGOZI,AFRICA-E,-8.97,33.57,2622,CALDERA,HOLOCENE,U
NIEUWERKERK,BANDA SEA,-6.6,124.675,-2285,SUBMARINE VOLCANO ?,UNCERTAIN,?
NIGORIGAWA,HOKKAIDO-JAPAN,42.12,140.45,356,HYDROTHERMAL FIELD,PLEISTOCENE-FUMAROLIC,Q
NII-JIMA,IZU IS-JAPAN,34.37,139.27,432,LAVA DOMES,HISTORICAL,D6
NIIGATA-YAKE-YAMA,HONSHU-JAPAN,36.92,138.03,2400,LAVA DOME,HISTORICAL,D1
NIKKO,VOLCANO IS-JAPAN,23.075,142.308,-391,SUBMARINE VOLCANO,UNCERTAIN,?
NIKKO-SHIRANE,HONSHU-JAPAN,36.8,139.38,2578,SHIELD VOLCANO,HISTORICAL,D3
NILA,BANDA SEA,-6.73,129.5,781,STRATOVOLCANO,HISTORICAL,D1
NIPESOTSU-UPEPESANKE,JAPAN,43.45,143.03,2013,LAVA DOMES,HISTORICAL,D3
NISEKO,HOKKAIDO-JAPAN,42.88,140.63,1154,STRATOVOLCANOES,HOLOCENE,U
NISHINO-SHIMA,VOLCANO IS-JAPAN,27.243,140.877,52,CALDERA,HISTORICAL,D1
NISYROS,GREECE,36.58,27.18,698,STRATOVOLCANO,HISTORICAL,D3
NIUAFO'OU,TONGA-SW PACIFIC,-15.6,-175.63,260,SHIELD VOLCANO,HISTORICAL,D1
NONDA,SOLOMON IS-SW PACIFI,-7.67,156.6,760,STRATOVOLCANO,PLEISTOCENE-FUMAROLIC,Q
NORIKURA,HONSHU-JAPAN,36.12,137.55,3026,STRATOVOLCANOES,RADIOCARBON,D7
NORTH GORDA RIDGE,PACIFIC-NE,42.67,-126.78,-3000,SUBMARINE VOLCANO,HISTORICAL,D1
NORTH ISLAND,AFRICA-E,4.07,36.05,520,TUFF CONES,HOLOCENE,U
NORTH SISTER FIELD,US-OREGON,44.17,-121.77,3074,COMPLEX VOLCANO,RADIOCARBON,D6
NORTH VATE,VANUATU-SW PACIFIC,-17.45,168.33,594,STRATOVOLCANOES,HOLOCENE,U
NOSY-BE,MADAGASCAR,-13.32,48.48,214,CINDER CONES,HOLOCENE,U
NOVARUPTA,ALASKA PENINSULA,58.27,-155.16,841,CALDERA,HISTORICAL,D2
NUEVO MUNDO,BOLIVIA,-19.78,-66.48,5438,LAVA DOMES,HOLOCENE,U
NUMAZAWA,HONSHU-JAPAN,37.43,139.58,1100,SHIELD VOLCANO,RADIOCARBON,D7
NUNIVAK ISLAND,ALASKA-W,60.02,-166.33,511,SHIELD VOLCANO,HOLOCENE,U
NYAMBENI HILLS,AFRICA-E,0.23,37.87,750,SHIELD VOLCANO,HOLOCENE,U
NYAMURAGIRA,AFRICA-C,-1.408,29.2,3058,SHIELD VOLCANO,HISTORICAL,D1
NYIRAGONGO,AFRICA-C,-1.52,29.25,3470,STRATOVOLCANO,HISTORICAL,D1
OFU-OLOSEGA,SAMOA-SW PACIFIC,-14.175,-169.618,639,SHIELD VOLCANOES,HISTORICAL,D3
OJOS DEL SALADO,CHILE-N,-27.12,-68.53,6887,STRATOVOLCANO,HOLOCENE,U
OKA VOLC FIELD,RUSSIA-SE,52.7,98.98,2077,CINDER CONES,HOLOCENE,U
OKATAINA,NEW ZEALAND,-38.12,176.5,1111,LAVA DOMES,HISTORICAL,D1
OKI-DOGO,HONSHU-JAPAN,36.17,133.33,151,SHIELD VOLCANO,ANTHROPOLOGY,U
OKMOK,ALEUTIAN IS,53.42,-168.13,1073,SHIELD VOLCANO,HISTORICAL,D1
OKU VOLC FIELD,AFRICA-W,6.25,10.5,3011,MAARS,RADIOCARBON,D5
OL KOKWE,AFRICA-E,0.63,36.08,1130,SHIELD VOLCANO,HOLOCENE,U
OLCA-PARUMA,CHILE-N,-20.93,-68.48,5407,STRATOVOLCANOES,HISTORICAL,D3
OLKARIA,AFRICA-E,-0.904,36.292,2434,PUMICE CONES,RADIOCARBON,D4
OLKOVIY,KAMCHATKA,52.077,157.477,636,SHIELD VOLCANO,HOLOCENE,U
OLLAGUE,CHILE-N,-21.3,-68.18,5868,STRATOVOLCANO,HOLOCENE,U
OLOT VOLC FIELD,SPAIN,42.17,2.53,893,PYROCLASTIC CONES,HOLOCENE?,?
OMACHI SEAMOUNT,IZU IS-JAPAN,29.22,140.8,-1700,SUBMARINE VOLCANO,UNCERTAIN,?
OMANAGO GROUP,HONSHU-JAPAN,36.78,139.5,2367,LAVA DOMES,HOLOCENE,U
ON-TAKE,HONSHU-JAPAN,35.9,137.48,3063,COMPLEX VOLCANO,HISTORICAL,D1
OPALA,KAMCHATKA,52.543,157.335,2475,CALDERA,RADIOCARBON,D6
ORAEFAJOKULL,ICELAND-SE,64.0,-16.65,2119,STRATOVOLCANO,HISTORICAL,D4
ORIZABA,MEXICO,19.03,-97.268,5675,STRATOVOLCANO,HISTORICAL,D5
OROSI,COSTA RICA,10.98,-85.473,1659,STRATOVOLCANOES,UNCERTAIN,?
OSHIMA,IZU IS-JAPAN,34.73,139.38,758,STRATOVOLCANO,HISTORICAL,D1
OSHIMA-OSHIMA,HOKKAIDO-JAPAN,41.5,139.37,737,STRATOVOLCANO,HISTORICAL,D4
OSORE-YAMA,HONSHU-JAPAN,41.32,141.08,879,STRATOVOLCANO,HISTORICAL,D4
OSORNO,CHILE-S,-41.1,-72.493,2652,STRATOVOLCANO,HISTORICAL,D3
OSTANETS,KAMCHATKA,52.146,157.322,719,SHIELD VOLCANOES,HOLOCENE,U
OSTRY,KAMCHATKA,58.18,160.82,2552,STRATOVOLCANOES,HOLOCENE,U
OTDELNIY,KAMCHATKA,52.22,157.428,791,SHIELD VOLCANOES,HOLOCENE,U
OVERO,CHILE-N,-23.35,-67.67,4555,MAAR,HOLOCENE,U
OZERNOY,KAMCHATKA,51.88,157.38,562,SHIELD VOLCANO,HOLOCENE,U
PACAYA,GUATEMALA,14.381,-90.601,2552,COMPLEX VOLCANO,HISTORICAL,D1
PACO,MINDANAO-PHILIPPINES,9.593,125.52,524,STRATOVOLCANO,ANTHROPOLOGY,U
PAGAN,MARIANA IS-C PACIFIC,18.13,145.8,570,STRATOVOLCANOES,HISTORICAL,D1
PAGO,NEW BRITAIN-SW PAC,-5.58,150.52,742,CALDERA,HISTORICAL,D2
PAKA,AFRICA-E,0.92,36.18,1697,SHIELD VOLCANO,AR/AR,D7
PALEI-AIKE VOLC FIELD,CHILE-S,-52.0,-70.0,250,CINDER CONES,ANTHROPOLOGY,D7
PALENA VOLC GROUP,CHILE-S,-43.68,-72.5,0,CINDER CONES,HOLOCENE,U
PALOMO,CHILE-C,-34.608,-70.295,4860,STRATOVOLCANO,HOLOCENE,U
PALUWEH,LESSER SUNDA IS,-8.32,121.708,875,STRATOVOLCANO,HISTORICAL,D1
PAMPA LUXSAR,BOLIVIA,-20.85,-68.2,5543,VOLCANIC FIELD,HOLOCENE,U
PAN DE AZUCAR,ECUADOR,-0.43,-77.72,3482,STRATOVOLCANO,HOLOCENE,U
PANAY,LUZON-PHILIPPINES,13.723,120.893,501,STRATOVOLCANO,PLEISTOCENE-FUMAROLIC,Q
PANTELLERIA,ITALY,36.77,12.02,836,SHIELD VOLCANO,HISTORICAL,D3
PANTOJA,CHILE-C,-40.77,-71.95,2112,STRATOVOLCANO,HOLOCENE,U
PAPANDAYAN,JAVA,-7.32,107.73,2665,STRATOVOLCANO,HISTORICAL,D2
PAPAYO,MEXICO,19.308,-98.7,3600,LAVA DOME,HOLOCENE,U
PARINACOTA,CHILE-N,-18.17,-69.15,6348,STRATOVOLCANO,HOLOCENE,U
PARKER,MINDANAO-PHILIPPINES,6.12,124.892,1824,STRATOVOLCANO,HISTORICAL,D5
PATAH,SUMATRA,-4.27,103.3,2817,UNKNOWN,UNCERTAIN,?
PATATES,W INDIES,15.22,-61.37,960,STRATOVOLCANO,RADIOCARBON,D5
PATILLA PATA,BOLIVIA,-18.05,-69.03,5300,STRATOVOLCANO,HOLOCENE?,?
PATOC,LUZON-PHILIPPINES,17.147,120.98,1865,STRATOVOLCANO,FUMAROLIC,U
PATUHA,JAVA,-7.15,107.37,2434,STRATOVOLCANO,HOLOCENE,U
PAULET,ANTARCTICA,-63.58,-55.77,353,CINDER CONE,HOLOCENE,U
PAVLOF,ALASKA PENINSULA,55.42,-161.9,2519,STRATOVOLCANO,HISTORICAL,D1
PAVLOF SISTER,ALASKA PENINSULA,55.45,-161.87,2142,STRATOVOLCANO,HISTORICAL,D4
PAYUN MATRU,ARGENTINA,-36.42,-69.2,3691,SHIELD VOLCANO,HOLOCENE,U
PEINADO,ARGENTINA,-26.62,-68.15,5740,STRATOVOLCANO,HOLOCENE,U
PELEE,W INDIES,14.82,-61.17,1397,STRATOVOLCANO,HISTORICAL,D2
PENANGGUNGAN,JAVA,-7.62,112.63,1653,STRATOVOLCANO,HOLOCENE,U
PENDAN,SUMATRA,-2.82,102.02,0,UNKNOWN,HOLOCENE,U
PENG-CHIA-HSU,TAIWAN-N OF,25.63,122.07,129,STRATOVOLCANO,PLEISTOCENE-FUMAROLIC,Q
PENGUIN ISLAND,ANTARCTICA,-62.1,-57.93,180,STRATOVOLCANO,LICHENOMETRY,D2
PERBAKTI,JAVA,-6.75,106.68,1699,STRATOVOLCANO,FUMAROLIC,U
PETACAS,COLOMBIA,1.57,-76.78,4054,LAVA DOME,HOLOCENE?,?
PETER I ISLAND,ANTARCTICA,-68.85,-90.58,1640,SHIELD VOLCANO,HOLOCENE,U
PEUET SAGUE,SUMATRA,4.914,96.329,2801,COMPLEX VOLCANO,HISTORICAL,D1
PICO,AZORES,38.47,-28.4,2351,STRATOVOLCANO,HISTORICAL,D4
PIIP,KAMCHATKA-E OF,55.42,167.33,-300,SUBMARINE VOLCANO,TEPHROCHRONOLOGY,D7
PILAS,NICARAGUA,12.495,-86.688,1088,COMPLEX VOLCANO,HISTORICAL,D2
PINA,CHILE-N,-19.492,-68.65,4037,UNKNOWN,HOLOCENE?,?
PINACATE,MEXICO,31.772,-113.498,1200,CINDER CONES,HOLOCENE,U
PINATUBO,LUZON-PHILIPPINES,15.13,120.35,1486,STRATOVOLCANO,HISTORICAL,D1
PINTA,GALAPAGOS,0.58,-90.75,780,SHIELD VOLCANO,HISTORICAL,D2
PIRATKOVSKY,KAMCHATKA,52.113,157.849,1322,STRATOVOLCANO,HOLOCENE,U
PLANCHON-PETEROA,CHILE-C,-35.24,-70.57,4107,CALDERAS,HISTORICAL,D1
PLATANAR,COSTA RICA,10.3,-84.366,2267,STRATOVOLCANOES,HOLOCENE,U
PLEIADES,ANTARCTICA,-72.67,165.5,3040,STRATOVOLCANO,K-AR,D7
PLOSKY,KAMCHATKA,57.83,160.25,1255,SHIELD VOLCANO,HOLOCENE,U
PLOSKY,KAMCHATKA,55.2,158.47,1236,SHIELD VOLCANO,HOLOCENE,U
PLOSKY VOLC GROUP,KAMCHATKA,52.02,157.53,681,VOLCANIC FIELD,HOLOCENE,U
POAS,COSTA RICA,10.2,-84.233,2708,STRATOVOLCANO,HISTORICAL,D1
POCDOL MOUNTAINS,LUZON-PHILIPPINES,13.05,123.958,1102,COMPOUND VOLCANO,HOLOCENE,U
POCO LEOK,LESSER SUNDA IS,-8.68,120.48,1675,UNKNOWN,FUMAROLIC,U
POGRANYCHNY,KAMCHATKA,56.85,159.8,1427,SHIELD VOLCANOES,HOLOCENE,U
POPA,SE ASIA,20.87,95.23,1518,STRATOVOLCANO,ANTHROPOLOGY,D7
POPOCATEPETL,MEXICO,19.023,-98.622,5426,STRATOVOLCANOES,HISTORICAL,D1
POSSESSION,INDIAN O-S,-46.42,51.63,934,STRATOVOLCANO,HOLOCENE,U
POTATO BUTTE,US-CALIFORNIA,40.63,-121.43,1532,SHIELD VOLCANOES,HOLOCENE?,?
PRESTAHNUKUR,ICELAND-SW,64.6,-20.58,1390,SUBGLACIAL VOLCANO,RADIOCARBON,D7
PREVO PEAK,KURIL IS,47.02,152.12,1360,STRATOVOLCANO,HISTORICAL,D3
PRIETO,MEXICO,32.418,-115.305,223,LAVA DOME,HOLOCENE?,?
PRINCE EDWARD ISLAND,INDIAN O-S,-46.63,37.95,672,SHIELD VOLCANO,HOLOCENE,U
PROTECTOR SHOAL,ANTARCTICA,-55.92,-28.08,-27,SUBMARINE VOLCANO,HISTORICAL,D2
PUCHULDIZA,CHILE-N,-19.42,-68.97,4500,HYDROTHERMAL FIELD,PLEISTOCENE-GEYSERS,Q
PUESTO CORTADERAS,ARGENTINA,-37.55,-69.62,970,PYROCLASTIC CONE,HOLOCENE,U
PULAR,CHILE-N,-24.18,-68.05,6233,STRATOVOLCANOES,HOLOCENE,U
PULAU WEH,SUMATRA,5.82,95.28,617,STRATOVOLCANO,PLEISTOCENE-FUMAROLIC,Q
PULULAGUA,ECUADOR,0.038,-78.463,3356,CALDERA,RADIOCARBON,D7
PUNTIAGUDO-CORDON CENIZOS,CHILE-C,-40.969,-72.264,2493,STRATOVOLCANO,HISTORICAL,D3
PURACE,COLOMBIA,2.32,-76.4,4650,STRATOVOLCANOES,HISTORICAL,D1
PURICO COMPLEX,CHILE-N,-23.0,-67.75,5703,PYROCLASTIC SHIELD,HOLOCENE,U
PUTANA,CHILE-N,-22.57,-67.87,5890,STRATOVOLCANO,HISTORICAL,D1
PUYEHUE,CHILE-C,-40.59,-72.117,2236,STRATOVOLCANO,HOLOCENE,U
PUYUHUAPI,CHILE-S,-44.3,-72.53,255,CINDER CONES,HOLOCENE,U
QAL'EH HASAN ALI,IRAN,29.4,57.57,0,MAARS,HOLOCENE?,?
QUALIBOU,W INDIES,13.83,-61.05,777,CALDERA,HISTORICAL,D4
QUETENA,BOLIVIA,-22.25,-67.42,5730,FISSURE VENT,HOLOCENE?,?
QUETRUPILLAN,CHILE-C,-39.5,-71.7,2360,CALDERA,HISTORICAL,D3
QUEZALTEPEQUE,GUATEMALA,14.65,-89.35,1200,VOLCANIC FIELD,HOLOCENE,U
QUILL,W INDIES,17.48,-62.95,601,STRATOVOLCANO,RADIOCARBON,D6
QUILOTOA,ECUADOR,-0.85,-78.9,3914,CALDERA,RADIOCARBON,D6
QUIMSACHATA,PERU,-14.37,-71.17,3923,LAVA DOME,HOLOCENE,U
RABAUL,NEW BRITAIN-SW PAC,-4.271,152.203,688,PYROCLASTIC SHIELD,HISTORICAL,D1
RAGANG,MINDANAO-PHILIPPINES,7.67,124.5,2815,STRATOVOLCANO,HISTORICAL,D2
RAHAH,ARABIA-W,27.8,36.17,1660,VOLCANIC FIELD,ANTHROPOLOGY,U
RAHAT,ARABIA-W,23.08,39.78,1744,VOLCANIC FIELD,HISTORICAL,D6
RAIKOKE,KURIL IS,48.292,153.25,551,STRATOVOLCANO,HISTORICAL,D2
RAINIER,US-WASHINGTON,46.87,-121.758,4392,STRATOVOLCANO,DENDROCHRONOLOGY,D3
RAJABASA,SUMATRA,-5.78,105.625,1281,STRATOVOLCANO,FUMAROLIC,U
RANAKAH,LESSER SUNDA IS,-8.62,120.52,2100,LAVA DOMES,HISTORICAL,D1
RANAU,SUMATRA,-4.83,103.92,1881,CALDERA,HOLOCENE?,?
RAOUL ISLAND,KERMADEC IS,-29.27,-177.92,516,STRATOVOLCANO,HISTORICAL,D1
RASSHUA,KURIL IS,47.77,153.02,956,STRATOVOLCANO,HISTORICAL,D2
RAUNG,JAVA,-8.125,114.042,3332,STRATOVOLCANO,HISTORICAL,D1
RAUSU,HOKKAIDO-JAPAN,44.073,145.125,1660,STRATOVOLCANO,TEPHROCHRONOLOGY,D3
RECHESCHNOI,ALEUTIAN IS,53.15,-168.55,1984,STRATOVOLCANO,HOLOCENE,U
RECLUS,CHILE-S,-50.98,-73.7,0,STRATOVOLCANO ?,RADIOCARBON,D7
RED CONES,US-CALIFORNIA,37.58,-119.05,2748,CINDER CONES,HOLOCENE,U
REDONDO,CHILE-C,-39.27,-71.7,1496,CINDER CONES,TEPHROCHRONOLOGY,D7
REDOUBT,ALASKA-SW,60.48,-152.75,3108,STRATOVOLCANO,HISTORICAL,D1
REPOROA,NEW ZEALAND,-38.42,176.33,592,CALDERA,TEPHROCHRONOLOGY,D6
RESAGO,CHILE-C,-36.45,-70.92,1550,CINDER CONE,HOLOCENE,U
REVENTADOR,ECUADOR,-0.078,-77.656,3562,STRATOVOLCANO,HISTORICAL,D1
REYKJANES,ICELAND-SW,63.88,-22.5,230,CRATER ROWS,HISTORICAL,D6
REYKJANESHRYGGUR,ICELAND-SW,63.67,-23.33,80,SUBMARINE VOLCANOES,HISTORICAL,D1
RIANG KOTANG,LESSER SUNDA IS,-8.3,122.892,200,FUMAROLE FIELD,FUMAROLIC,?
RINCON DE LA VIEJA,COSTA RICA,10.83,-85.324,1916,COMPLEX VOLCANO,HISTORICAL,D1
RINJANI,LESSER SUNDA IS,-8.42,116.47,3726,STRATOVOLCANO,HISTORICAL,D1
RISHIRI,HOKKAIDO-JAPAN,45.18,141.25,1719,STRATOVOLCANO,RADIOCARBON,D7
RITTER ISLAND,NEW GUINEA-NE OF,-5.52,148.121,140,STRATOVOLCANO,HISTORICAL,D1
ROBINSON CRUSOE,CHILE-IS,-33.658,-78.85,922,SHIELD VOLCANOES,HISTORICAL,D3
ROBLEDO,ARGENTINA,-26.77,-67.72,4400,CALDERA,HOLOCENE,U
ROCARD,SOCIETY IS-C PACIFIC,-17.642,-148.6,-2100,SUBMARINE VOLCANO,SEISMICITY,U
ROMANOVKA,KAMCHATKA,55.65,158.8,1442,STRATOVOLCANO,HOLOCENE,U
ROTA,NICARAGUA,12.55,-86.75,832,STRATOVOLCANO,HOLOCENE,U
ROTORUA,NEW ZEALAND,-38.08,176.27,757,CALDERA,PLEISTOCENE-GEYSERS,Q
ROUNDTOP,ALEUTIAN IS,54.8,-163.6,1871,STRATOVOLCANO,HOLOCENE,U
ROYAL SOCIETY RANGE,ANTARCTICA,-78.25,163.6,3000,CINDER CONES,HOLOCENE?,?
